fid,StudySite,ESUnumber,CropType,CropHeight,Rowspacing,LeafType,PhenoState,RowOrienta,SkyCond,SamplStrat,Irrigation,b_Tilled,Operators,d_observa,X_UTM,Y_UTM,Date,LAI_g_B_mi,fCover,LicorLAI,LAI_AccuPA,SD_LAI_Acc,B443_1,B490_1,B560_1,B665_1,B705_1,B740_1,B783_1,B842_1,B865_1,B945_1,B1610_1,B2190_1,FID_,f_datetime,Time,Scientific,LAI_g_B,Pocket_LAI,AccuPAR,443_1,490_1,560_1,665_1,705_1,740_1,783_1,842_1,865_1,945_1,1610_1,2190_1,layer,path
"110",MR,"4122",GUISANTES,40,0,N,SE,,CL,"-1",R,"0",NP,Está marrón marrón,346863.087012,4628011.18661,2018/07/11,,,,1.996,0.66300829557,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"111",MR,"145",GUISANTES,50,0,N,SE,,PC,S,"-1","0",NP,Plantas tumbadas,346860.936803,4628040.72413,2018/07/11,,,,1.566,0.60185546438,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"112",MR,"146",ADORMIDERA,125,0,B,MA,,PC,"-1",I,"0",NP,,346935.678764,4627942.65292,2018/07/11,,,,2.794,0.58760530971,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"113",MR,"147",ADORMIDERA,125,0,B,MA,,PC,"-1",I,"0",NP,,346841.809432,4627923.53274,2018/07/11,,,,2.852,0.65189723117,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"114",MR,"148",TRIGO BLANDO,50,20,N,SE,,PC,D,R,"0",NP,,347049.605087,4627603.45162,2018/07/11,,,,3.066,0.99472609295,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"115",MR,"150",GIRASOL,150,40,B,FL,Perpendicular,PC,D,I,"0",NP,,347095.255168,4627491.17,2018/07/11,,,,2.512,0.29346209295,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"116",MR,"149",TRIGO BLANDO,50,20,N,SE,Parallel to the way,PC,D,R,"0",NP,,347144.527794,4627620.915,2018/07/11,,,,3.086,0.28693204771,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"117",Otro,"4123",GUISANTES,30,0,N,SE,Perpendicular,PC,S,R,"0",NP,Plantas muy tumbadas,351372.048691,4624398.24989,2018/07/11,,,,1.718,0.72181715136,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"118",Otro,"2124",TRIGO BLANDO,65,12,N,SE,Parallel to the way,PC,D,R,"0",NP,,351387.694069,4624321.74793,2018/07/11,,,,1.764,0.1943707797,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"119",Otro,"151",TRIGO BLANDO,65,12,N,SE,Parallel to the way,PC,D,R,"0",NP,,351403.392677,4624303.03,2018/07/11,,,,1.468,0.35751923025,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"120",MR,"142",GIRASOL,150,0,B,FL,,PC,D,R,"0",,LAI green. Misma parcela que el ESU 5118. Condiciones de cielo cambiante (PAR entre 1500-2000),345304.054015,4626507.66012,2018/07/11,,,,3.278,0.7751580484,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"121",Greg,"103",CEBADA,10,0,N,GU,,,,R,"0",,,339493.926587,4602435.27981,2018/04/05,,,,0.664,0.40190794966,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"122",MR,"136",ALPISTE,110,0,N,MA,,CL,D,R,"0",,"Muchas zonas con cereal tumbado. LAI mixto, pero más marrón. Misma parcela que la 2110",344614.399139,4626276.30329,2018/07/10,,,,3.876,0.21372880012,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centroides,"Point?crs=EPSG:25830&field=StudySite:string(254,0)&field=ESUnumber:long(10,0)&field=CropType:string(254,0)&field=CropHeight:double(18,11)&field=Rowspacing:double(18,11)&field=LeafType:string(254,0)&field=PhenoState:string(254,0)&field=RowOrienta:string(254,0)&field=SkyCond:string(254,0)&field=SamplStrat:string(254,0)&field=Irrigation:string(254,0)&field=b_Tilled:long(10,0)&field=Operators:string(254,0)&field=d_observa:string(254,0)&field=X_UTM:double(18,11)&field=Y_UTM:double(18,11)&field=Date:date(10,0)&field=LAI_g_B_mi:string(254,0)&field=fCover:string(254,0)&field=LicorLAI:string(254,0)&field=LAI_AccuPA:double(18,11)&field=SD_LAI_Acc:double(18,11)&field=B443_1:string(254,0)&field=B490_1:double(18,11)&field=B560_1:double(18,11)&field=B665_1:string(254,0)&field=B705_1:string(254,0)&field=B740_1:string(254,0)&field=B783_1:string(254,0)&field=B842_1:string(254,0)&field=B865_1:string(254,0)&field=B945_1:string(254,0)&field=B1610_1:string(254,0)&field=B2190_1:string(254,0)&uid={abea23d5-0cf1-4d34-96a9-32b1fc7e017c}"
"123",MR,"1",TRIGO,0.45,0,N,SE,,PC,D,R,"0",VPG,misma parcela que ESU1. puntoA_ESU2,343883.304,4626515.711,,,"0","1.16",,,,,,,,,,,,,,,0,2017/06/20,1899/12/30,Triticum spp,b,2.333333333,1.662344675,0.0694,0.0723,0.1104,0.1685,0.1992,0.2136,0.2275,0.2428,0.2551,0.2877,0.3593,0.2383,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"124",MR,"2",TRIGO,0.45,0,N,SE,71ENE,PC,D,R,"0",VPG,puntoB_ESU1,343999.6535,4626544.223,,,"0","1.32",,,,,,,,,,,,,,,1,2017/06/20,1899/12/30,Triticum spp,b,2.113333333,1.455,0.0659,0.0753,0.106,0.1667,0.199,0.2118,0.2288,0.24,0.2625,0.2965,0.3459,0.232,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"125",MR,"3",YEROS,0.2,0.14,N,SE,170S,OV,D,R,"0",VPG,lai mixto,344173.8794,4626553.586,,,"0","0.639",,,,,,,,,,,,,,,2,2017/06/20,1899/12/30,Vicia ervilia,b,0.79,0.544285714,0.0691,0.0802,0.1264,0.2003,0.2464,0.2821,0.3131,0.3215,0.3425,0.3524,0.4271,0.3097,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"126",MR,"4",REMOLACHA,0.55,0.5,B,GU,150SE,OV,D,IP,"0",VPG,remolacha regadio,344248.9392,4626437.627,,,"0","2.87",,,,,,,,,,,,,,,3,2017/06/20,1899/12/30,Beta vulgaris,g,2.81,3.342,0.0481,0.0253,0.0722,0.0228,0.1175,0.5008,0.6158,0.6119,0.6169,0.4765,0.176,0.0772,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"127",MR,"5",REMOLACHA,0,0,B,GU,190S,OV,D,IP,"0",VPG,"remolacha antes de pasar el pivot de regadio. hojas lacias, no turgentes",344602.8609,4626439.809,,,"0","1.78",,,,,,,,,,,,,,,4,2017/06/20,1899/12/30,Beta vulgaris,g,1.633333333,2.25758681,0.0426,0.0309,0.0735,0.0277,0.1197,0.4345,0.529,0.536,0.5465,0.4694,0.1725,0.0787,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"128",MR,"6",CEBADA,0,0,N,SE,50NE,OV,D,R,"0",VPG,,345777.1161,4626237.41,,,"0","1.55",,,,,,,,,,,,,,,5,2017/06/20,1899/12/30,Secale cereale,b,1.146666667,1.1875,0.0825,0.0983,0.1401,0.2292,0.2537,0.277,0.3001,0.3251,0.3403,0.3688,0.4333,0.2896,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"129",MR,"7",TRIGO,0.4,0.18,N,SE,180S,OV,D,R,"0",VPG,trigo,345851.167,4626181.927,,,"0","0.902",,,,,,,,,,,,,,,6,2017/06/20,1899/12/30,Triticum spp,b,1.34,0.9775,0.0633,0.0748,0.1189,0.1995,0.2397,0.2552,0.2715,0.2864,0.3037,0.306,0.3904,0.2782,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"130",MR,"8",CENTENO,1.4,0.32,N,MA,315NO,OV,D,IP,"0",VPG,centeno regadio,345561.9882,4626465.426,,,"0","4.01",,,,,,,,,,,,,,,7,2017/06/20,1899/12/30,Secale cereale,b,4.126666667,2.0475,0.0637,0.0678,0.0906,0.1367,0.1737,0.1994,0.2321,0.2541,0.2797,0.3043,0.2511,0.1598,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"131",MR,"9",ALPISTE,0.64,0.15,N,SE,170S,PC,D,R,"0",VPG,alpiste 1,345419.4901,4626521.752,,,"0","0.739",,,,,,,,,,,,,,,8,2017/06/20,1899/12/30,Phalaris canariensis,b,2.03,0.805589348,0.0727,0.0881,0.1397,0.2094,0.2355,0.2458,0.2641,0.2792,0.2916,0.3308,0.4381,0.3203,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"132",MR,"10",TRITORDEUM,0,0.12,N,MA,98E,PC,D,I,"0",VPG,Aun verdea. Phenological state between madure and senescent: LAI brown or mix,345418.7207,4626479.745,,,"0","2.88",,,,,,,,,,,,,,,9,2017/06/20,1899/12/30,Tritordeum,b,2.743333333,2.754614013,0.0662,0.0788,0.1248,0.1889,0.218,0.2365,0.2582,0.2696,0.2977,0.3138,0.384,0.2619,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"133",MR,"11",ALPISTE,0.5,0.18,N,SE,182S,PC,D,R,"0",VPG,alpiste no de uso alimentario,345666.744,4626169.109,,,"0","0.712",,,,,,,,,,,,,,,10,2017/06/20,1899/12/30,Phalaris canariensis,b,0.88,0.676,0.0714,0.104,0.161,0.2419,0.2666,0.2801,0.2989,0.3256,0.3344,0.3195,0.467,0.3607,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"134",MR,"12",ADORMIDERA,1.08,0.15,B,MA,"0",CL,D,IP,"0",VPG,adormidera sin orientacion con pivot,347861.8393,4628128.655,,,"0","4.18",,,,,,,,,,,,,,,11,2017/06/21,1899/12/30,Papaver somniferum,g,2.643333333,1.545660369,0.0569,0.0579,0.097,0.1089,0.1468,0.3076,0.3515,0.3446,0.3841,0.377,0.2479,0.1528,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"135",MR,"13",ADORMIDERA,1.06,0.2,B,MA,"0",CL,D,IP,"0",VPG,adormidera 2 regadio cobertura total,347793.111,4628115.763,,,"0","3.28",,,,,,,,,,,,,,,12,2017/06/21,1899/12/30,Papaver somniferum,g,3.446666667,1.903333333,0.054,0.05,0.0829,0.0608,0.1327,0.3201,0.3825,0.3997,0.4018,0.3451,0.2045,0.1126,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"136",MR,"14",COLZA,1.7,0.25,B,SE,"0",CL,D,I,"0",VPG,colza con 3 regados segun agricultor sin orientacion,347175.6368,4627942.735,,,"0","1.16",,,,,,,,,,,,,,,13,2017/06/21,1899/12/30,Brassica napus,b,1.923333333,2.052,0.0618,0.0811,0.1186,0.1827,0.2227,0.2386,0.2695,0.2862,0.3109,0.3046,0.3746,0.2688,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"137",MR,"15",COLZA,1.7,0.25,B,SE,"0",CL,D,I,"0",VPG,colza con 3 regados. es la misma parcela que la ESU14. Sin lineas de plantacion definidas. Medida LI2000 dudosa,347026.9671,4627834.925,,,"0","1.22",,,,,,,,,,,,,,,14,2017/06/21,1899/12/30,Brassica napus,b,2.78,1.215,0.0617,0.0801,0.1163,0.1871,0.2282,0.2349,0.2607,0.2749,0.3091,0.3105,0.3569,0.2425,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"138",MR,"16",GUISANTES,0.45,0.18,N,SE,190S,CL,D,R,"0",VPG,muchos claros. altura 0.45 la maxima . el otro extremo de la parcela tiene mucha hierba verde que nos dara LAI mixto,346958.4888,4627827.422,,,"0","0.544",,,,,,,,,,,,,,,15,2017/06/21,1899/12/30,Pisum sativum,b,0.823333333,1.483333333,0.0667,0.0941,0.1507,0.2539,0.2977,0.3136,0.3301,0.3427,0.36,0.3324,0.4486,0.3344,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
"139",MR,"17",GIRASOL,0.4,0.5,B,GU,5N,CL,S,I,"0",VPG,girasol con tubos en suelo de regadio. estrategia de medida sparsely,345580.3584,4627087.022,,,"20.23","0.254",,,,,,,,,,,,,,,16,2017/06/21,1899/12/30,Helianthus annuus,g,0.36,0.8475,0.0556,0.059,0.1028,0.1482,0.1983,0.2639,0.2872,0.2964,0.3069,0.3016,0.3906,0.3027,LAImeasurementsITACYL2017,/home/vinascoj/datalake/ProsailDataset/data/data/Espagne-itacyl-Valladolid/1st LAI campaign 2017/LAImeasurementsITACYL2017.shp
